lga_id,lga,state,zone,intervento,nome,costo,eff_pp,bambini,ratio,bambini_eff,ordine
59680162B85175001165051,Bwari,FCT,North Central,wash,Servizi igienici femminili separati + acqua,376005.0,4.67,1169.6,0.0,1169.6,1
59680162B91454305469147,Zango,Katsina,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,1021936.0,5.0,3193.55,0.0,3193.55,1
59680162B37059166930142,Jema'A,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,906756.0,3.77,2850.01,0.0,2850.01,1
59680162B7876035432306,Shanono,Kano,North West,wash,Servizi igienici femminili separati + acqua,733245.0,4.72,2306.8,0.0,2306.8,1
59680162B51390103580898,Minjibir,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,333348.0,3.8,1056.99,0.0,1056.99,1
59680162B49809531314946,Rafi,Niger,North Central,wash,Servizi igienici femminili separati + acqua,1020720.0,4.77,3242.65,0.0,3242.65,1
59680162B26282391091652,Zaki,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,809076.0,3.82,2577.57,0.0,2577.57,1
59680162B7192144408722,Kurfi,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,314664.0,3.84,1008.2,0.0,1008.2,1
59680162B33139882700556,Kware,Sokoto,North West,wash,Servizi igienici femminili separati + acqua,1287795.0,4.82,4137.04,0.0,4137.04,1
59680162B80605638185127,Argungu,Kebbi,North West,wash,Servizi igienici femminili separati + acqua,305775.0,4.84,985.66,0.0,985.66,1
59680162B2846194934808,Gwoza,Borno,North East,wash,Servizi igienici femminili separati + acqua,810600.0,4.84,2614.78,0.0,2614.78,1
59680162B60568566930973,Zing,Taraba,North East,wash,Servizi igienici femminili separati + acqua,428250.0,4.85,1384.58,0.0,1384.58,1
59680162B77220990792423,Makarfi,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,326676.0,3.88,1056.38,0.0,1056.38,1
59680162B96995039930644,Dange Shuni,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,976464.0,3.88,3161.11,0.0,3161.11,1
59680162B79502957035648,Kajuru,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,270312.0,3.91,879.92,0.0,879.92,1
59680162B64027612781435,Agwara,Niger,North Central,wash,Servizi igienici femminili separati + acqua,753375.0,4.89,2456.56,0.0,2456.56,1
59680162B25446485561557,Gwer West,Benue,North Central,almajiri,Integrazione scuola coranica-curriculum formale,248700.0,3.92,812.02,0.0,812.02,1
59680162B41504820717654,Roni,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,439488.0,3.92,1437.19,0.0,1437.19,1
59680162B54988677972163,Jibia,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,809184.0,3.95,2661.18,0.0,2661.18,1
59680162B85415328791745,Batsari,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,421680.0,3.96,1389.84,0.0,1389.84,1
59680162B62375507242594,Kura,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,756816.0,3.96,2498.33,0.0,2498.33,1
59680162B97563361057366,Doguwa,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,188340.0,3.97,622.86,0.0,622.86,1
59680162B65662189989638,Arewa Dandi,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,185928.0,3.98,616.17,0.0,616.17,1
59680162B7272699675434,Birnin Kudu,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,170736.0,3.98,566.81,0.0,566.81,1
59680162B47779539071975,Yauri,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,448848.0,4.01,1500.41,0.0,1500.41,1
59680162B66353567053476,Guri,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,328068.0,4.04,1103.56,0.0,1103.56,1
59680162B56562801938729,Bodinga,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,318912.0,4.04,1073.57,0.0,1073.57,1
59680162B52658055469559,Malam Madori,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,533484.0,4.08,1813.1,0.0,1813.1,1
59680162B42687104490462,Danja,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,673308.0,4.08,2289.74,0.0,2289.74,1
59680162B24316958669382,Fagge,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,244752.0,4.08,832.7,0.0,832.7,1
59680162B63361885953813,Warawa,Kano,North West,wash,Servizi igienici femminili separati + acqua,1019190.0,5.11,3470.53,0.0,3470.53,1
59680162B93375949891062,Dan Musa,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,792504.0,4.09,2698.63,0.0,2698.63,1
59680162B4050907661224,Wasagu-Danko,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,1112544.0,4.09,3788.53,0.0,3788.53,1
59680162B93100308813933,Maigatari,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,729048.0,4.13,2508.66,0.0,2508.66,1
59680162B24502748844916,Bakura,Zamfara,North West,almajiri,Integrazione scuola coranica-curriculum formale,224604.0,4.14,774.41,0.0,774.41,1
59680162B23952502219543,Biu,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,560940.0,4.15,1940.17,0.0,1940.17,1
59680162B20432910054227,Goronyo,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,127896.0,4.16,443.12,0.0,443.12,1
59680162B95103667512911,Kebbe,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,263940.0,4.16,915.28,0.0,915.28,1
59680162B33993495702938,Jalingo,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,1164804.0,4.16,4040.06,0.0,4040.06,1
59680162B5954014037791,Ardo-Kola,Taraba,North East,wash,Servizi igienici femminili separati + acqua,317625.0,5.26,1114.21,0.0,1114.21,1
59680162B11863934245151,Ankpa,Kogi,North Central,almajiri,Integrazione scuola coranica-curriculum formale,491484.0,4.22,1727.23,0.0,1727.23,1
59680162B26576505992161,Kazaure,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,444744.0,4.25,1575.37,0.0,1575.37,1
59680162B83099166959131,Igabi,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,554868.0,4.26,1967.54,0.0,1967.54,1
59680162B19433829654146,Mashi,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,418944.0,4.26,1487.4,0.0,1487.4,1
59680162B87154562016330,Rimi,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,307512.0,4.26,1092.46,0.0,1092.46,1
59680162B94433697734962,Daura,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,466776.0,4.3,1672.11,0.0,1672.11,1
59680162B11671066128606,Bogoro,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,382224.0,4.3,1370.99,0.0,1370.99,1
59680162B61995403132351,Agatu,Benue,North Central,almajiri,Integrazione scuola coranica-curriculum formale,1143576.0,4.31,4109.91,0.0,4109.91,1
59680162B69796164397605,Bebeji,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,471264.0,4.32,1695.73,0.0,1695.73,1
59680162B79526209894783,Kauru,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,305016.0,4.32,1098.61,0.0,1098.61,1
59680162B87284296025200,Ngaski,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,557520.0,4.34,2016.88,0.0,2016.88,1
59680162B96971531554224,Taura,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,411480.0,4.37,1499.57,0.0,1499.57,1
59680162B80393484388201,Ibi,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,2030052.0,4.47,7556.33,0.0,7556.33,1
59680162B42162352171568,Birnin Magaji-Kiyaw,Zamfara,North West,almajiri,Integrazione scuola coranica-curriculum formale,227604.0,4.5,852.88,0.0,852.88,1
59680162B63684780260143,Koko-Besse,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,621444.0,4.52,2338.88,0.0,2338.88,1
59680162B61092998371306,Alkaleri,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,259200.0,4.52,975.92,0.0,975.92,1
59680162B12426298681132,Tsafe,Zamfara,North West,almajiri,Integrazione scuola coranica-curriculum formale,1256436.0,4.52,4737.79,0.0,4737.79,1
59680162B53208862785263,Kaita,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,1089780.0,4.53,4112.83,0.0,4112.83,1
59680162B61567493958965,Suru,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,544812.0,4.57,2072.87,0.0,2072.87,1
59680162B75348496545912,Bakori,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,495876.0,4.63,1912.75,0.0,1912.75,1
59680162B38485988708032,Nguru,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,529188.0,4.67,2060.71,0.0,2060.71,1
59680162B24840578600877,Tarauni,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,259692.0,4.67,1011.51,0.0,1011.51,1
59680162B8390528040617,Kankara,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,464604.0,4.69,1815.78,0.0,1815.78,1
59680162B84612216171504,Hong,Adamawa,North East,almajiri,Integrazione scuola coranica-curriculum formale,119736.0,4.7,468.64,0.0,468.64,1
59680162B62360966111253,Matazu,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,637620.0,4.72,2507.24,0.0,2507.24,1
59680162B43671986122418,Gudu,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,931140.0,4.74,3677.23,0.0,3677.23,1
59680162B44120553871969,Sule Tankarkar,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,1326696.0,4.74,5241.41,0.0,5241.41,1
59680162B88881037507986,Kusada,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,654972.0,4.74,2588.26,0.0,2588.26,1
59680162B90895100901083,Itas/Gadau,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,893460.0,4.78,3557.69,0.0,3557.69,1
59680162B60349541451220,Dutsi,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,845940.0,4.8,3382.98,0.0,3382.98,1
59680162B52609098277437,Ringim,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,343440.0,4.81,1376.22,0.0,1376.22,1
59680162B41297071563530,Bayo,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,281484.0,4.81,1129.45,0.0,1129.45,1
59680162B64636531363939,Gwiwa,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,529332.0,4.85,2139.53,0.0,2139.53,1
59680162B61002782115608,Yusufari,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,309420.0,4.86,1252.09,0.0,1252.09,1
59680162B95139171035149,Akko,Gombe,North East,almajiri,Integrazione scuola coranica-curriculum formale,378624.0,4.86,1533.89,0.0,1533.89,1
59680162B19536521240899,Gaya,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,574068.0,4.89,2339.07,0.0,2339.07,1
59680162B67680561366569,Karasuwa,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,275832.0,4.98,1144.52,0.0,1144.52,1
59680162B90439441381954,Kubau,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,399396.0,4.98,1658.2,0.0,1658.2,1
59680162B25309364748934,Maru,Zamfara,North West,almajiri,Integrazione scuola coranica-curriculum formale,822048.0,5.01,3434.81,0.0,3434.81,1
59680162B10012275275709,Gezawa,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,597660.0,5.01,2497.3,0.0,2497.3,1
59680162B59256397716169,Malumfashi,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,724200.0,5.02,3026.55,0.0,3026.55,1
59680162B89921626898623,Sokoto South,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,911148.0,5.03,3822.89,0.0,3822.89,1
59680162B90533313280833,Nangere,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,350664.0,5.04,1471.89,0.0,1471.89,1
59680162B36976404849364,Ungogo,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,402804.0,5.04,1691.42,0.0,1691.42,1
59680162B76882427234764,Dutse,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,294552.0,5.04,1236.9,0.0,1236.9,1
59680162B83386112613514,Gombe,Gombe,North East,almajiri,Integrazione scuola coranica-curriculum formale,151056.0,5.05,636.14,0.0,636.14,1
59680162B31389051207927,Kafin Hausa,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,375816.0,5.06,1583.93,0.0,1583.93,1
59680162B12953009585437,Babura,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,210840.0,5.08,893.39,0.0,893.39,1
59680162B71065109904105,Garki,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,173760.0,5.1,737.93,0.0,737.93,1
59680162B21010588258079,Tambuwal,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,578496.0,5.12,2469.26,0.0,2469.26,1
59680162B47339407576735,Yamaltu/Deba,Gombe,North East,almajiri,Integrazione scuola coranica-curriculum formale,251424.0,5.14,1076.37,0.0,1076.37,1
59680162B53174064204838,Rogo,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,1083756.0,5.15,4651.23,0.0,4651.23,1
59680162B61170702756328,Ussa,Taraba,North East,almajiri,Integrazione scuola coranica-curriculum formale,277584.0,5.16,1192.63,0.0,1192.63,1
59680162B24147659958725,Yola South,Adamawa,North East,almajiri,Integrazione scuola coranica-curriculum formale,1071972.0,5.17,4614.04,0.0,4614.04,1
59680162B64610537243626,Gwandu,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,426180.0,5.21,1848.82,0.0,1848.82,1
59680162B20002653395444,Gumel,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,1077852.0,5.24,4703.85,0.0,4703.85,1
59680162B19163785016026,Garun Malam,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,570792.0,5.26,2503.52,0.0,2503.52,1
59680162B10831398447622,Wamakko,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,724584.0,5.27,3184.32,0.0,3184.32,1
59680162B77130024076735,Birnin Kebbi,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,354840.0,5.29,1563.04,0.0,1563.04,1
59680162B50452180674611,Charanchi,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,415188.0,5.29,1831.98,0.0,1831.98,1
59680162B26946733152657,Kukawa,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,654612.0,5.31,2894.57,0.0,2894.57,1
59680162B19523503473687,Auyo,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,270660.0,5.33,1202.06,0.0,1202.06,1
59680162B63355484795141,Jaba,Kaduna,North West,almajiri,Integrazione scuola coranica-curriculum formale,444048.0,5.38,1990.31,0.0,1990.31,1
59680162B27261417712833,Ingawa,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,1467288.0,5.41,6610.0,0.0,6610.0,1
59680162B51512347513243,Musawa,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,476340.0,5.44,2159.92,0.0,2159.92,1
59680162B20086286793745,Kiru,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,580260.0,5.46,2638.17,0.0,2638.17,1
59680162B87872962443621,Mobbar,Borno,North East,almajiri,Integrazione scuola coranica-curriculum formale,414216.0,5.47,1888.26,0.0,1888.26,1
59680162B3936014826761,Bindawa,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,380316.0,5.52,1749.83,0.0,1749.83,1
59680162B37513478805829,Gummi,Zamfara,North West,almajiri,Integrazione scuola coranica-curriculum formale,957264.0,5.56,4436.61,0.0,4436.61,1
59680162B14541309037731,Wudil,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,449748.0,5.63,2111.76,0.0,2111.76,1
59680162B58679994750141,Bagwai,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,190872.0,5.7,907.43,0.0,907.43,1
59680162B88243538379460,Rano,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,275772.0,5.72,1315.33,0.0,1315.33,1
59680162B70118559758614,Geidam,Yobe,North East,almajiri,Integrazione scuola coranica-curriculum formale,359016.0,5.75,1719.47,0.0,1719.47,1
59680162B13498430232382,Jega,Kebbi,North West,almajiri,Integrazione scuola coranica-curriculum formale,459708.0,5.87,2247.54,0.0,2247.54,1
59680162B54666922464494,Sandamu,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,216732.0,5.88,1061.25,0.0,1061.25,1
59680162B14319741144045,Miga,Jigawa,North West,almajiri,Integrazione scuola coranica-curriculum formale,2524824.0,5.95,12509.27,0.0,12509.27,1
59680162B46902450612836,Tofa,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,704364.0,5.98,3510.98,0.0,3510.98,1
59680162B5579026585541,Madobi,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,1002252.0,6.0,5013.44,0.01,5013.44,1
59680162B33775428128459,Shira,Bauchi,North East,almajiri,Integrazione scuola coranica-curriculum formale,891480.0,6.23,4630.28,0.01,4630.28,1
59680162B59976260592487,Mani,Katsina,North West,almajiri,Integrazione scuola coranica-curriculum formale,443256.0,6.47,2390.12,0.01,2390.12,1
59680162B98184498564097,Nassarawa,Kano,North West,almajiri,Integrazione scuola coranica-curriculum formale,352932.0,6.53,1920.96,0.01,1920.96,1
59680162B48318677941344,Sabon Birni,Sokoto,North West,almajiri,Integrazione scuola coranica-curriculum formale,383064.0,7.0,2234.54,0.01,2234.54,1
59680162B24502748844916,Bakura,Zamfara,North West,alfabet,Alfabetizzazione femminile adulta e mobilitazione comunitaria,299472.0,3.89,728.0,0.0,728.0,1
