poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,lga_id
-3.603,-6.287,-1.488,-0.814,-3.094,-2.703,-0.816,-0.933,-0.198,-3.203,-2.335,0.163,59680162B33139344805421
3.089,4.129,1.346,0.936,2.917,0.547,1.837,-0.933,0.204,1.326,2.611,-0.038,59680162B33139882700556
-2.768,-3.871,-0.309,-0.927,-1.304,-0.352,1.449,0.219,0.708,-3.203,-0.132,0.185,59680162B33186191897384
-4.393,-2.607,-1.488,-0.247,-1.509,-2.349,-2.709,-0.933,-0.446,-3.042,-2.335,-0.595,59680162B3334363185534
3.149,2.568,0.28,0.882,1.05,0.744,2.629,-0.357,0.586,0.442,1.682,0.185,59680162B33448314455063
-1.455,-6.287,-0.92,-1.013,-2.319,-2.744,-0.574,-0.933,0.851,-3.203,-2.131,-0.382,59680162B33769534671223
2.008,1.083,0.307,0.251,-0.176,-0.253,0.828,2.522,0.313,4.338,-0.498,0.269,59680162B33775428128459
-3.469,-3.129,-1.488,-0.666,-3.366,-1.77,-0.806,-0.933,-0.543,-2.11,-1.573,0.062,59680162B33788323646847
1.795,3.009,-0.601,-0.212,2.194,1.231,1.585,2.522,0.662,3.008,0.626,-0.063,59680162B33993495702938
-1.072,-2.279,-0.886,1.357,-1.007,-1.051,-0.969,0.795,-0.58,0.094,-1.159,0.288,59680162B34366982763718
-0.154,0.43,-0.668,-0.599,-0.698,-0.941,-1.624,-0.357,0.181,-0.117,-1.624,-0.579,59680162B34682847069002
-1.763,-5.358,-0.22,-0.124,-1.638,0.251,1.722,-0.357,0.238,-1.077,-0.962,0.152,59680162B34726688570577
2.05,6.012,1.339,2.793,-0.167,2.63,1.009,-0.357,0.199,2.786,3.312,-0.292,59680162B34961354684930
-1.076,2.64,-0.343,-0.546,-0.812,-1.099,0.325,-0.357,0.195,-1.28,0.664,0.216,59680162B35305934518280
-1.368,-4.197,-1.488,-0.867,-3.639,-1.513,-2.181,-0.357,-0.597,-3.203,-1.933,-0.295,59680162B35426409409773
2.192,1.879,0.357,1.264,1.14,0.37,-0.065,0.219,0.282,1.236,1.362,-0.528,59680162B35628626888177
1.406,3.208,-0.085,0.491,-0.807,0.332,-0.118,1.371,0.837,0.741,-0.524,0.116,59680162B35636298384814
-2.568,-5.466,-1.488,-2.267,-2.823,-2.761,-1.559,-0.357,-0.569,-2.885,-1.703,0.103,59680162B35701990596564
-2.224,-5.6,-0.545,-0.672,-3.704,-1.745,-2.053,-0.933,-0.164,-3.203,-1.689,-0.059,59680162B35912483761792
-0.062,0.775,0.864,-1.688,-1.077,0.528,-0.093,0.219,0.643,-2.933,0.032,0.073,59680162B35933805912396
2.475,3.498,1.037,-0.102,0.232,0.844,2.066,3.098,0.798,0.225,0.538,0.187,59680162B36028411577107
-3.194,-6.279,-1.347,-0.446,-3.461,-2.761,-2.224,-0.933,0.167,-3.203,-1.205,-0.196,59680162B36139632039116
-2.9,-5.321,-1.231,-1.396,-3.023,-2.761,-1.479,-0.933,-0.661,-2.155,-2.335,-0.56,59680162B36149280961759
-1.253,-6.287,-1.149,-0.42,0.314,-0.625,-1.625,-0.357,0.523,-1.776,-0.879,-0.005,59680162B36304665045822
-1.315,-1.855,-0.776,-0.829,-1.13,-0.678,-1.737,-0.357,0.22,-3.203,0.235,0.054,59680162B36423706884187
-2.337,-3.903,-1.488,-0.022,-2.718,-2.124,-0.737,0.795,-0.276,-2.231,-0.857,0.145,59680162B36558878931890
-2.577,-3.004,-1.488,-0.916,-0.887,-0.698,-0.445,0.219,-0.174,-3.203,-2.335,0.087,59680162B36658267128816
-1.874,-5.336,-0.487,-0.684,-1.98,-1.01,-1.315,-0.933,-0.094,-3.203,-2.097,0.379,59680162B36804655757784
-0.249,0.024,0.66,2.0,0.969,-0.513,0.908,-0.357,0.001,2.556,-0.785,0.189,59680162B36976404849364
3.332,3.215,0.704,1.455,0.638,-0.49,0.779,-0.357,0.197,2.485,1.166,0.22,59680162B37059166930142
1.616,2.197,-0.192,-0.938,1.956,-0.634,-0.179,0.219,-0.572,-2.166,0.553,-0.163,59680162B37281482686762
-1.813,-6.287,-1.488,-0.898,-2.482,-2.761,-1.288,-0.933,-0.136,-3.203,-0.693,0.214,59680162B37327775180775
0.571,1.094,1.301,0.918,-0.194,1.958,0.592,0.219,0.294,1.079,0.309,0.081,59680162B37340403082689
1.0,4.016,0.838,1.162,0.823,2.164,2.131,-0.357,0.825,5.34,0.456,-0.413,59680162B37513478805829
-4.226,-6.287,-1.321,-0.536,-2.406,-0.928,-1.23,-0.357,0.725,-3.203,-2.335,-0.334,59680162B37931278966472
-2.927,-2.856,0.836,0.24,0.878,-0.461,-0.388,-0.933,0.457,-3.157,0.493,0.14,59680162B38183120701356
-3.281,-5.881,-1.488,-0.841,-1.928,-2.761,-0.906,-0.933,-1.239,-3.052,-2.335,-0.075,59680162B38204256572023
-2.783,-4.344,-0.394,0.076,-3.072,-2.761,-1.354,-0.933,-0.632,-3.203,-1.323,-0.324,59680162B38335311272259
-4.579,-6.287,-1.488,-0.403,-1.387,-2.761,-2.709,-0.933,-0.384,-3.203,-2.335,-0.016,59680162B38390932765307
1.761,3.421,1.114,1.133,2.054,0.418,1.312,2.522,0.573,3.623,0.754,0.103,59680162B38485988708032
-1.654,-6.287,-1.061,-0.406,-2.615,-2.761,-2.709,-0.933,-0.757,-3.203,-2.335,-0.132,59680162B38736391522213
1.231,-0.981,-0.235,-0.313,-1.858,0.033,0.043,-0.357,-0.479,-1.797,0.59,-0.306,59680162B39308677673484
2.172,1.817,1.744,0.446,3.456,2.943,1.475,-0.357,0.357,5.76,-0.003,0.405,59680162B3936014826761
-1.806,-6.042,-1.488,-1.25,-3.286,-1.706,-2.161,-0.933,-0.206,-2.172,-0.96,0.288,59680162B39513276000218
1.864,5.977,0.975,0.32,1.688,1.193,2.083,-0.933,1.049,-0.457,1.004,-0.134,59680162B39799007570945
2.778,6.544,0.66,1.442,0.342,0.365,1.233,1.946,0.67,2.433,1.345,-0.288,59680162B40051654285197
-0.206,2.605,0.421,1.246,-0.415,-0.536,-1.028,0.795,0.794,0.417,-0.481,-0.133,59680162B40329870656537
-0.216,1.786,0.294,1.504,-0.951,0.876,0.877,-0.933,-0.007,-0.969,0.039,0.117,59680162B40491222708573
1.81,1.264,0.338,0.507,0.932,-0.381,1.862,0.219,0.164,2.327,0.369,-0.011,59680162B4050907661224
-1.057,-2.571,0.043,0.592,1.215,0.954,-0.922,-0.933,-0.695,-3.203,-2.335,-0.143,59680162B40988548898234
-3.277,-6.287,-1.375,0.29,-2.917,-2.592,-2.331,-0.933,-0.143,-2.789,-0.779,-0.158,59680162B41031546236215
3.313,4.434,1.274,0.221,2.118,0.451,1.631,-0.357,0.416,2.022,1.104,-0.003,59680162B41078826165134
-3.125,-6.287,-1.488,-0.664,-2.758,-2.761,-2.248,-0.933,-0.288,-3.203,-1.384,-0.079,59680162B4108100426512
2.024,4.11,0.958,-0.252,0.607,-0.533,-0.536,2.522,0.243,3.489,1.791,-0.196,59680162B41297071563530
3.16,4.05,0.427,1.186,2.911,2.578,0.944,-0.357,0.647,0.872,0.498,-0.844,59680162B41357004175190
1.485,3.856,0.779,1.277,-0.134,0.577,1.033,0.219,0.266,0.513,-0.361,0.418,59680162B41420170912929
2.179,1.814,0.508,0.326,0.803,-0.316,0.266,-0.933,0.553,2.337,2.216,-0.125,59680162B41504820717654
-2.196,-2.005,-0.775,0.874,-1.734,-0.773,-2.709,0.795,0.267,1.372,-1.227,0.262,59680162B41605859942250
-3.677,-6.287,-1.297,-0.745,-2.867,-2.761,-0.079,-0.933,0.229,-3.203,-2.318,0.237,59680162B42022523568798
-1.727,-3.147,-0.717,-1.137,-1.487,-0.266,-0.06,-0.933,-0.7,-1.059,-0.972,-0.039,59680162B42065071303183
2.842,4.587,-0.135,1.627,1.002,2.978,2.13,-0.933,-0.056,3.546,1.221,0.024,59680162B42162352171568
0.232,-1.735,-0.083,-0.174,-2.497,0.077,0.924,-0.357,-0.028,-1.289,-1.65,-0.051,59680162B42207826884677
-0.135,-6.287,-0.891,-1.446,-2.675,-2.761,-2.281,-0.357,-0.065,-3.203,-2.146,-0.062,59680162B42338651294858
0.885,2.457,0.169,1.212,1.086,0.47,3.05,-0.933,0.3,2.906,3.483,0.206,59680162B42687104490462
-3.877,-6.25,-1.259,-0.906,-3.848,-1.804,-0.686,0.219,-1.123,-3.203,-1.8,-0.471,59680162B43108992465432
2.808,3.555,-0.394,0.62,1.304,1.562,1.154,1.371,-0.421,1.749,0.733,-0.226,59680162B43215766185997
-5.524,-4.199,-0.738,-1.965,-2.787,-1.098,-2.709,-0.933,-0.523,-3.179,-2.064,-0.148,59680162B43339423021624
3.313,2.603,0.246,0.006,0.164,0.678,3.363,-0.933,1.273,2.528,2.691,0.345,59680162B43366957039329
1.583,3.039,0.794,0.098,0.79,2.109,0.701,2.522,0.437,1.091,1.983,-0.699,59680162B43497988326934
1.103,-1.272,0.564,-1.495,0.069,-0.522,0.79,-0.357,-0.368,-3.203,0.272,-0.214,59680162B43531883815254
2.515,3.895,-0.29,0.398,2.006,0.596,3.281,-0.357,0.525,0.424,0.777,0.012,59680162B43558777101724
4.03,1.046,0.875,1.752,2.301,0.433,2.063,0.795,0.357,1.051,0.266,-0.015,59680162B43637132059207
1.661,3.423,0.842,1.207,2.531,2.767,1.432,0.219,0.339,3.947,2.276,0.395,59680162B43671986122418
-2.718,0.255,-0.215,-0.622,0.655,-1.151,0.642,-0.357,-0.005,-3.203,-0.503,-0.029,59680162B43697273286299
-2.621,-4.638,-1.488,-0.878,-1.666,-2.761,-2.118,0.219,-0.36,-3.203,-2.335,-0.22,59680162B43824241108050
-2.814,-5.675,-0.087,0.413,-1.009,0.466,-1.021,-0.933,-0.025,-2.929,0.44,0.343,59680162B43870676483034
1.425,1.074,-0.08,0.598,-0.048,-0.07,1.847,0.219,0.871,-0.456,-0.619,0.399,59680162B44112457363104
0.29,3.295,-1.036,-0.856,0.27,-1.648,0.423,0.219,0.677,2.492,-0.427,0.251,59680162B44120553871969
-0.731,1.259,-0.335,-0.127,-1.474,-1.024,-0.277,0.219,-0.126,-1.53,1.152,-0.027,59680162B44141715713069
-1.421,-6.287,-0.418,-1.538,-3.779,0.196,-2.448,-0.933,0.152,-2.693,-2.335,-0.424,59680162B44242102017414
-4.196,-6.259,-1.488,-0.853,-3.148,-2.761,-1.655,-0.357,-0.183,-3.203,-2.335,0.221,59680162B44253410475450
-4.092,-6.287,-1.293,-1.412,-2.404,-1.191,-1.501,-0.933,0.415,-3.203,-0.973,-0.213,59680162B44584437839531
0.285,2.412,0.864,0.842,0.972,0.105,3.055,-0.357,0.374,1.213,1.324,-0.756,59680162B44599338364171
-0.68,-3.309,-1.488,-2.018,-0.934,-1.265,0.603,-0.933,-0.542,-2.224,-0.503,0.297,59680162B44643250914735
0.352,0.322,-0.119,0.371,1.294,0.405,1.02,0.219,-0.328,-1.569,-1.258,0.135,59680162B44675208679717
2.143,-0.205,0.57,0.11,1.379,-0.124,1.128,3.098,0.197,0.195,0.57,0.186,59680162B44758551949173
-1.333,-5.304,0.06,-1.745,-2.392,-1.026,-2.202,-0.357,-0.528,-3.203,-2.335,0.422,59680162B44850901768514
-1.339,-4.896,0.036,-0.466,-2.071,-1.057,-2.562,-0.933,0.144,-2.152,0.09,0.019,59680162B45171834970391
2.715,3.14,-0.263,1.221,1.594,1.465,-0.369,0.219,0.529,1.676,1.452,-0.199,59680162B45442733436767
0.307,5.014,0.711,0.188,2.276,1.525,0.413,1.946,0.359,0.907,0.11,0.107,59680162B45761287530482
-3.848,-2.445,-0.83,-0.849,-0.639,-0.409,-1.187,2.522,-0.378,-1.235,-1.648,-0.233,59680162B45761990386675
2.194,2.986,0.046,0.773,1.859,0.824,0.825,1.946,0.851,1.371,0.969,0.171,59680162B46130456424051
-2.066,-2.916,-1.204,-1.731,-0.254,-0.142,-0.796,-0.357,-0.126,-3.203,-0.071,-0.401,59680162B46174350236230
-3.887,-6.287,-0.95,-0.906,-1.789,-0.993,-2.29,-0.933,0.031,-3.203,-2.335,-0.325,59680162B46179290363212
-3.992,-1.478,-1.488,-0.815,-1.036,-0.866,-0.119,0.219,0.078,-2.141,-0.493,-0.203,59680162B46182656305392
-0.264,-0.197,0.697,-1.085,-0.396,0.068,-0.12,0.795,0.099,-3.203,-0.611,-0.441,59680162B46226733150895
-2.399,-5.837,-0.827,-1.18,-3.468,-1.884,-1.36,-0.357,-0.175,-3.203,-2.335,-0.039,59680162B46296414727789
2.438,6.316,-0.472,1.006,1.869,1.007,1.329,0.219,0.488,-0.586,0.347,0.179,59680162B46313771844948
-1.167,-1.83,0.318,-0.186,-0.651,-0.843,1.178,1.371,0.062,0.505,0.321,-0.3,59680162B46396512293260
2.815,4.365,1.24,1.35,1.6,0.909,2.095,0.219,-0.073,1.495,2.001,0.085,59680162B46455483877403
-3.857,-6.287,-1.488,-0.31,-1.655,-2.761,-0.831,-0.933,0.317,-3.203,-2.297,-0.16,59680162B46550202368720
3.941,6.039,0.491,-0.002,0.497,0.924,0.737,-0.933,0.419,2.556,2.97,-0.112,59680162B46553103488347
-1.971,-6.287,-1.488,-0.96,-2.388,-0.441,-1.462,-0.933,-0.436,-3.203,-0.07,-0.163,59680162B4656907626813
3.104,4.418,0.517,0.292,-0.077,2.251,3.881,-0.933,0.057,1.388,0.026,0.183,59680162B46612932493253
-2.514,-6.179,-1.488,-1.354,-3.026,-2.489,-2.709,-0.933,-0.527,-3.203,-1.611,0.036,59680162B46774046834533
0.269,-5.506,0.047,-0.374,-2.237,0.195,-2.071,-0.933,0.281,-2.786,-0.517,-0.373,59680162B46802984315739
1.098,0.715,-0.385,1.569,1.499,1.398,0.696,-0.933,0.545,3.781,-0.211,-1.112,59680162B46902450612836
-2.804,-5.942,-1.488,-1.329,-1.643,-2.761,-2.709,-0.357,0.17,-3.203,-2.335,-0.065,59680162B46910461063287
0.921,3.646,-0.147,1.053,3.44,0.18,2.122,0.219,0.414,0.215,0.449,0.18,59680162B46976557303871
-1.242,-0.824,0.682,-0.805,-1.775,-2.47,0.59,0.219,-0.049,-2.776,1.556,0.052,59680162B47044873054392
0.09,-2.084,0.15,-0.432,-0.593,-0.143,-0.078,0.219,-0.35,-1.363,-0.366,0.262,59680162B47068494760958
-1.36,-6.287,-1.262,-1.688,-2.664,-2.373,-1.128,-0.933,-0.171,-3.203,-2.335,-0.882,59680162B47259322211203
3.259,4.504,0.647,-0.17,-1.23,0.693,1.097,0.795,0.349,4.11,1.625,0.438,59680162B47339407576735
-2.639,-3.993,-0.687,-0.772,-2.444,-2.584,-1.714,-0.357,-0.806,-2.543,-1.983,0.133,59680162B4745386112936
-1.369,3.915,0.136,0.474,1.619,0.74,0.313,0.795,0.552,2.121,0.591,0.178,59680162B47761767082139
1.935,7.103,0.53,1.089,-1.57,1.615,0.061,-0.933,0.258,2.793,-0.259,0.136,59680162B47779539071975
-4.117,-6.287,-1.224,-1.651,-2.837,-2.084,-2.172,-0.933,-0.098,-3.203,-1.642,0.059,59680162B47841916602322
-1.781,-2.43,0.143,-1.283,-1.437,-2.304,-1.973,-0.933,-0.062,-3.203,-0.242,-0.035,59680162B47985033068277
0.149,3.486,0.846,1.55,1.054,2.476,3.297,-0.357,0.298,2.61,2.608,-0.435,59680162B48034518845808
-3.253,-5.447,-1.299,-1.607,-3.334,-2.761,-2.527,0.219,-0.116,-3.128,-2.33,0.012,59680162B4821538642969
-1.042,-1.208,-1.247,-0.66,-1.232,-0.951,-0.524,-0.357,0.587,-3.203,-0.173,0.147,59680162B48237076936000
-1.478,-6.287,-0.538,-0.577,-2.81,-2.761,-2.709,-0.933,-0.586,-2.265,-2.335,-0.227,59680162B48244867814587
0.497,0.937,-0.414,0.978,0.815,-0.815,-0.024,-0.933,0.042,4.158,-0.303,0.319,59680162B48318677941344
-4.155,-4.987,-0.535,-1.236,-2.332,-0.744,-1.417,-0.933,0.683,-3.203,-1.377,-0.079,59680162B48458945930175
-1.191,-1.474,-1.488,0.032,0.866,-2.761,-0.582,0.219,-0.441,-3.203,-2.335,0.139,59680162B48603200461333
-0.636,-2.953,-0.456,-0.978,-1.24,-0.938,-0.856,-0.357,0.213,-3.203,-0.897,-0.162,59680162B48615386953659
2.924,0.678,0.625,-0.153,0.774,2.861,0.06,1.371,0.205,2.29,0.581,0.153,59680162B48786148420785
0.656,-0.929,0.727,-0.845,0.038,1.446,0.317,-0.933,0.174,-1.906,-0.825,0.351,59680162B49050440888294
-5.159,-4.281,-1.488,-0.342,-1.389,-2.485,-2.709,-0.357,-0.659,0.122,-2.335,-0.18,59680162B49213136576829
-2.849,-6.287,-1.488,0.055,-2.178,-2.761,-2.546,-0.357,-0.626,-3.203,-1.401,-0.353,59680162B49286325204061
-1.594,-2.582,0.341,-0.911,-2.382,-0.326,-2.709,-0.357,0.124,-3.203,-1.532,-0.088,59680162B49362321791702
1.792,2.001,1.187,0.175,-1.241,0.081,-1.398,4.25,0.578,1.081,1.378,0.29,59680162B49393703134220
-1.257,-0.211,0.463,-0.19,-0.638,-1.368,-0.181,0.795,0.203,-1.418,-1.08,-0.089,59680162B49614598703533
1.239,-1.797,0.209,-0.094,0.679,0.685,-1.948,-0.933,-0.094,-2.027,1.45,-0.146,59680162B49809531314946
2.918,4.37,1.197,-0.064,0.816,-0.069,1.565,0.219,0.425,1.693,1.991,0.075,59680162B50176982462081
1.752,1.796,-0.188,1.113,0.069,0.306,0.686,-0.933,0.699,0.534,1.175,-0.199,59680162B50201894093674
-3.496,-4.074,-0.747,0.688,-0.944,-1.262,-1.676,-0.933,-0.179,-3.203,-2.335,-0.453,59680162B50359341822283
-1.67,-5.37,-0.7,-0.591,-2.796,-2.229,-1.563,-0.933,0.737,-3.203,-1.694,-0.246,59680162B50421987640425
-0.65,1.959,0.6,1.354,-1.954,-0.548,0.994,-0.933,0.141,3.131,1.566,0.11,59680162B50452180674611
-2.432,-5.332,-1.488,-1.827,-2.264,-1.167,-1.944,-0.933,-0.198,-3.203,-1.553,-0.258,59680162B50576086706147
-4.009,-4.431,-0.321,-0.655,-3.848,-2.761,-2.021,-0.357,0.031,-3.203,-2.335,0.229,59680162B50724647943907
-1.38,-6.287,-1.488,-1.754,-2.889,-2.556,-2.709,-0.357,-0.253,-3.203,-1.983,0.091,59680162B50771081897552
-1.865,-3.391,-0.745,0.685,-0.201,-1.794,-0.34,0.219,0.19,-0.963,-2.14,0.192,59680162B50777093344409
0.604,-4.59,-1.488,-1.309,-0.493,1.914,-0.905,-0.357,0.185,-3.203,-2.335,0.332,59680162B50827827535662
-2.287,-5.622,-0.555,-0.569,-1.925,-0.646,-0.18,-0.357,0.138,-3.203,-1.637,-0.183,59680162B51019344443676
-0.208,-3.485,-0.052,-0.509,-2.002,0.101,-0.535,-0.933,0.523,-1.456,-0.686,-0.229,59680162B51317919954642
-4.971,-6.213,-1.488,-1.099,-2.902,-2.761,-1.43,-0.933,-0.39,-3.203,-2.335,-0.822,59680162B51331479839153
2.933,1.86,0.013,0.047,2.258,0.592,0.819,-0.933,-0.275,2.401,1.57,0.265,59680162B51390103580898
3.445,4.541,0.773,1.104,1.414,1.579,1.395,-0.933,0.487,5.92,1.017,0.209,59680162B51512347513243
-0.355,7.152,0.512,0.769,0.93,3.44,-0.071,-0.933,0.32,0.473,2.12,0.211,59680162B51570410917379
-1.777,-1.702,-0.494,-0.124,-0.26,-2.513,-1.469,-0.933,0.351,-3.203,-1.007,-0.521,59680162B51611927546147
-2.271,-4.692,-0.722,-0.95,-1.773,-2.739,-0.698,-0.933,-0.805,-3.203,-2.335,-0.247,59680162B51712615582520
1.985,3.676,1.001,0.721,0.562,1.093,1.376,-0.357,0.871,2.253,0.128,-0.025,59680162B51925471610757
2.987,1.609,2.513,-0.658,0.587,1.54,0.368,-0.933,0.021,0.984,1.903,0.311,59680162B5199404243189
1.385,5.114,0.869,1.027,1.877,1.884,2.148,-0.357,0.676,0.889,1.708,0.258,59680162B52281011363885
0.914,2.482,-0.644,0.426,-1.17,-0.69,1.157,-0.933,0.694,2.808,1.02,0.248,59680162B52609098277437
1.155,4.586,1.074,1.37,1.525,0.931,1.344,0.795,0.647,3.05,1.881,-0.672,59680162B52658055469559
-3.211,-6.058,-1.488,-0.563,-1.442,-0.519,-0.086,-0.357,0.333,-3.203,-1.967,-0.536,59680162B52775693188226
-0.634,-5.804,-0.838,-1.616,-2.498,-2.577,-0.182,-0.933,-0.545,-3.203,-1.253,-0.272,59680162B53064832422435
0.13,-0.58,0.983,0.212,-0.297,-0.894,0.679,1.371,-0.334,-1.507,-1.615,-0.162,59680162B53080807091718
-0.722,-4.352,-0.401,-0.18,-1.201,-2.446,-2.709,-0.933,-0.16,-1.459,-1.68,-0.419,59680162B53104406185271
-0.556,-5.924,-0.424,-1.92,-1.989,-0.133,-2.629,-0.933,-0.371,-3.203,-0.373,-0.478,59680162B53120698145103
2.781,5.237,0.976,0.379,-0.626,0.971,0.555,0.219,0.48,4.273,1.872,0.352,59680162B53174064204838
3.445,3.965,1.367,1.828,1.048,2.974,0.551,-0.357,0.488,3.609,1.074,0.096,59680162B53208862785263
1.271,4.821,0.185,0.942,1.37,1.318,2.192,-0.933,0.476,0.063,1.436,0.011,59680162B53228015633193
-2.852,-2.089,-1.488,-1.487,-3.848,-2.761,-0.814,-0.357,0.082,-2.639,-2.335,-0.163,59680162B53329994117155
-1.317,-2.999,0.085,-1.137,-1.678,-1.948,-0.719,-0.933,-0.45,-3.203,-1.992,-0.014,59680162B53652676960042
-2.712,-6.287,-1.387,-1.33,-2.571,-2.761,-2.709,-0.357,-0.19,-3.203,-2.335,-0.091,59680162B537197556674
-2.224,-2.068,-0.696,-1.03,-1.059,-1.552,-0.951,0.219,-0.577,-3.203,-2.335,-0.314,59680162B53764009147535
2.691,3.149,-0.473,2.57,1.344,1.313,1.273,0.219,0.681,0.65,0.367,-0.228,59680162B53803782710688
3.92,4.035,0.632,0.919,0.028,2.532,2.746,-0.933,0.888,1.233,-0.068,0.027,59680162B54095353953704
1.408,4.189,1.197,0.467,0.078,0.687,1.162,1.371,0.617,0.248,1.394,0.301,59680162B54185205976265
-2.41,-1.958,-1.488,-0.503,-2.657,-2.761,-2.625,-0.357,0.307,-3.203,-0.839,-0.793,59680162B54275853767873
-3.912,-6.22,-1.488,-0.487,-3.848,-2.761,-2.112,-0.933,-0.671,-3.203,-2.335,-0.13,59680162B54301811333050
-0.865,-5.406,-1.488,-1.212,-3.848,-1.552,-1.459,-0.933,-0.355,-1.757,-0.668,-0.131,59680162B54313559089261
-2.612,-5.772,-0.466,-0.923,-3.757,-2.761,-2.685,-0.933,-0.615,-2.114,-2.335,0.005,59680162B54356159238049
0.731,1.748,0.501,0.971,1.466,-0.024,2.094,-0.357,0.017,4.683,2.15,0.19,59680162B54666922464494
-2.946,-3.619,-0.803,0.006,-2.068,-2.761,-2.709,-0.933,-0.188,-3.203,-1.727,0.015,59680162B54887547034560
-3.787,-6.287,-0.262,0.078,-2.019,-1.385,-2.709,-0.933,0.086,-3.203,-2.335,-0.057,59680162B54897023187709
-3.14,-4.79,-1.272,-1.261,-2.0,-2.202,-0.086,-0.933,0.034,-1.826,-2.335,0.062,59680162B54973397451304
2.278,4.552,1.041,0.728,1.134,1.477,1.712,-0.357,0.594,2.861,0.684,0.287,59680162B54988677972163
2.482,1.646,0.703,0.868,0.436,2.14,0.357,0.795,0.904,0.384,1.419,0.182,59680162B55022918372626
-0.683,1.161,0.26,-0.029,-0.646,0.543,0.55,0.795,0.342,0.508,0.814,0.339,59680162B55124041708975
1.297,4.024,1.256,1.113,0.977,0.807,2.227,-0.357,0.683,0.19,0.505,0.241,59680162B55239717258244
-0.275,-0.392,0.309,-1.017,-0.279,-0.006,-0.857,-0.933,0.288,-3.203,1.666,0.295,59680162B5525087107293
-1.448,-3.914,-0.727,-1.143,-1.565,-2.541,-0.987,-0.933,-0.736,-0.919,-1.934,-0.042,59680162B5540117047510
2.248,2.314,-0.714,0.171,1.549,1.331,0.723,-0.933,0.47,1.081,0.6,0.228,59680162B55504856664882
-3.875,-5.334,-1.456,0.189,-2.994,-1.712,-0.585,-0.357,-0.734,-3.203,-0.759,-0.049,59680162B55690925628014
2.226,1.398,-0.496,2.084,1.711,0.903,-0.087,-0.357,0.093,4.806,0.789,0.26,59680162B5579026585541
-1.462,-5.372,-1.488,0.726,-0.778,-0.139,-1.683,-0.933,0.49,-3.203,-2.335,-0.086,59680162B55799213409467
1.662,3.363,0.029,0.554,0.118,2.944,0.349,1.946,0.592,1.135,0.044,0.058,59680162B56106136996502
-3.78,-5.206,-1.488,-1.308,-0.879,-2.692,-2.262,0.219,0.396,0.2,-1.828,-0.01,59680162B56433787774877
2.577,2.138,1.53,1.227,3.456,0.853,2.414,-0.933,0.188,2.999,0.501,0.245,59680162B56562801938729
2.298,4.769,1.265,-0.26,2.617,1.601,3.131,-0.357,0.102,2.161,-0.272,-0.156,59680162B56865757670534
-1.818,-6.287,-1.418,-0.248,-2.665,-1.443,-2.709,-0.933,-0.758,-3.203,-0.326,0.124,59680162B56866992006033
-2.639,-3.47,-0.813,-1.345,-1.299,-2.044,-2.512,-0.933,0.348,-2.268,-2.088,-0.243,59680162B56887411771488
-1.615,-2.746,-1.488,-0.203,-1.964,-2.18,-2.237,-0.933,-0.251,-2.761,-2.335,-0.35,59680162B5704166644463
2.941,5.68,0.92,0.316,2.569,1.516,2.163,-0.357,0.712,1.902,2.468,-0.122,59680162B57364751970918
3.097,2.569,0.958,1.663,1.275,0.287,1.487,3.674,0.72,0.989,1.571,-0.342,59680162B57621312639176
-3.112,-5.147,-1.238,-0.283,-0.811,-1.749,-1.48,-0.357,-0.668,-3.203,-1.638,-0.019,59680162B5781056238943
-2.241,-3.693,-0.949,-1.249,-2.74,0.113,-0.549,0.795,0.12,-3.203,-1.892,-0.263,59680162B58427071840888
-4.35,-3.503,-0.453,-1.698,-0.925,-0.502,-0.046,0.219,-0.407,-2.643,-0.11,0.132,59680162B58622494857171
0.873,2.597,-0.239,-0.526,1.085,2.079,1.541,0.219,0.636,4.427,1.219,-0.114,59680162B58679994750141
-0.548,-6.287,-1.385,-0.339,-3.619,-2.761,-2.709,0.795,-0.414,-0.542,-2.278,-0.2,59680162B58812788921078
-1.658,-6.287,-1.482,-1.957,-1.898,-2.761,-0.816,0.795,0.391,-3.203,-1.022,0.004,59680162B58958286313368
-1.065,-4.617,-0.767,0.001,-3.832,-2.761,-0.922,-0.933,-0.179,-3.203,-1.429,0.142,59680162B59054541310664
3.084,6.401,1.065,0.686,1.574,2.074,2.875,0.795,0.156,5.283,-0.234,-0.029,59680162B59256397716169
-2.003,-6.287,-0.05,-0.906,-1.677,-2.013,-0.562,-0.357,0.583,-0.675,-1.671,-0.046,59680162B59329233871626
-0.749,-5.263,-0.378,-2.494,-3.118,-1.242,-2.709,-0.357,-0.231,-3.203,-1.988,-0.098,59680162B59497895637604
-0.839,-2.225,0.703,-0.394,-0.217,-2.761,-2.709,0.795,0.118,-3.203,0.18,-0.308,59680162B59525703418999
2.333,1.923,-0.713,1.295,1.442,-0.403,-0.751,0.219,0.733,-2.044,3.068,0.362,59680162B5954014037791
-0.903,-5.767,-0.519,-0.716,-2.028,-2.761,-1.326,-0.933,-0.52,-3.152,-2.149,0.073,59680162B59567965419701
-3.935,-5.365,-1.488,-2.267,-2.435,-2.761,-2.709,-0.357,0.211,-3.203,-2.335,0.095,59680162B59717618896779
